address,latitude,longitude,floorSize,price,url
"734 N Laurel Ave, Los Angeles, CA 90046",34.084816,-118.3645,"2,403","$2,895,000",https://www.zillow.com/homedetails/734-N-Laurel-Ave-Los-Angeles-CA-90046/20786033_zpid/
"6516 W 83rd St, Los Angeles, CA 90045",33.963478,-118.4024,993,"$1,049,000",https://www.zillow.com/homedetails/6516-W-83rd-St-Los-Angeles-CA-90045/20381096_zpid/
"5200 White Oak Ave Unit 2, Encino, CA 91316",34.164425,-118.51825,"1,633","$675,000",https://www.zillow.com/homedetails/5200-White-Oak-Ave-UNIT-2-Encino-CA-91316/19978499_zpid/
"6418 Waring Ave, Los Angeles, CA 90038",34.08519,-118.33477,"1,065","$995,000",https://www.zillow.com/homedetails/6418-Waring-Ave-Los-Angeles-CA-90038/2068423009_zpid/
"2170 Stanley Hills Dr, Los Angeles, CA 90046",34.110622,-118.376434,"2,573","$995,000",https://www.zillow.com/homedetails/2170-Stanley-Hills-Dr-Los-Angeles-CA-90046/20801587_zpid/
"1365 Shadybrook Dr, Beverly Hills, CA 90210",34.096603,-118.43063,"7,402","$8,750,000",https://www.zillow.com/homedetails/1365-Shadybrook-Dr-Beverly-Hills-CA-90210/20523752_zpid/
"4834 Noble Ave, Sherman Oaks, CA 91403",34.158573,-118.46148,"2,114","$1,495,000",https://www.zillow.com/homedetails/4834-Noble-Ave-Sherman-Oaks-CA-91403/19983202_zpid/
"3847 W Avenue 42, Los Angeles, CA 90065",34.12297,-118.22617,691,"$649,000",https://www.zillow.com/homedetails/3847-W-Avenue-42-Los-Angeles-CA-90065/20764201_zpid/
"1676 S Rimpau Blvd, Los Angeles, CA 90019",34.04469,-118.34103,810,"$749,000",https://www.zillow.com/homedetails/1676-S-Rimpau-Blvd-Los-Angeles-CA-90019/20601912_zpid/
"3554 N Paseo Dr, Los Angeles, CA 90065",34.11319,-118.23133,,"$75,000",https://www.zillow.com/homedetails/3554-N-Paseo-Dr-Los-Angeles-CA-90065/2076997040_zpid/
"1645 Craig Pl, San Pedro, CA 90732",33.74105,-118.31417,"2,312","$1,099,000",https://www.zillow.com/homedetails/1645-Craig-Pl-San-Pedro-CA-90732/21351593_zpid/
"2009 S Victoria Ave, Los Angeles, CA 90016",34.0381,-118.333824,"2,827","$1,949,000",https://www.zillow.com/homedetails/2009-S-Victoria-Ave-Los-Angeles-CA-90016/20595619_zpid/
"3100 Torreyson Pl, Los Angeles, CA 90046",34.127384,-118.36601,"13,530","$35,000,000",https://www.zillow.com/homedetails/3100-Torreyson-Pl-Los-Angeles-CA-90046/20802679_zpid/
"4910 Topeka Dr, Tarzana, CA 91356",34.15919,-118.54602,"5,947","$3,850,000",https://www.zillow.com/homedetails/4910-Topeka-Dr-Tarzana-CA-91356/63063339_zpid/
"605 Baylor St, Pacific Palisades, CA 90272",34.04632,-118.54344,"3,183","$3,195,000",https://www.zillow.com/homedetails/605-Baylor-St-Pacific-Palisades-CA-90272/20542220_zpid/
"1745 N Vista St, Los Angeles, CA 90046",34.102955,-118.35216,"3,291","$3,700,000",https://www.zillow.com/homedetails/1745-N-Vista-St-Los-Angeles-CA-90046/20794132_zpid/
"1149 Camulos St, Los Angeles, CA 90023",34.02656,-118.213745,679,"$520,000",https://www.zillow.com/homedetails/1149-Camulos-St-Los-Angeles-CA-90023/20628606_zpid/
"8621 Noble Ave Unit 3, North Hills, CA 91343",34.227077,-118.46173,"1,907","$750,000",https://www.zillow.com/homedetails/8621-Noble-Ave-UNIT-3-North-Hills-CA-91343/302797429_zpid/
"4010 Jennings Dr, Los Angeles, CA 90032",34.09194,-118.17256,432,"$479,000",https://www.zillow.com/homedetails/4010-Jennings-Dr-Los-Angeles-CA-90032/20690339_zpid/
"937 Las Lomas Ave, Pacific Palisades, CA 90272",34.050964,-118.53657,"11,521","$22,500,000",https://www.zillow.com/homedetails/937-Las-Lomas-Ave-Pacific-Palisades-CA-90272/249760185_zpid/
"267 S San Pedro St Unit 621, Los Angeles, CA 90012",34.04801,-118.24297,800,"$350,000",https://www.zillow.com/homedetails/267-S-San-Pedro-St-UNIT-621-Los-Angeles-CA-90012/68993911_zpid/
"1600 Summitridge Dr, Beverly Hills, CA 90210",34.099697,-118.42066,"6,254","$7,900,000",https://www.zillow.com/homedetails/1600-Summitridge-Dr-Beverly-Hills-CA-90210/20523164_zpid/
"934 Terrace Dr #49, Los Angeles, CA 90042",34.115273,-118.21238,"2,830","$1,300,000",https://www.zillow.com/homedetails/934-Terrace-Dr-49-Los-Angeles-CA-90042/2067488190_zpid/
"22733 Trigger St, Chatsworth, CA 91311",34.247158,-118.622444,"6,343","$2,449,000",https://www.zillow.com/homedetails/22733-Trigger-St-Chatsworth-CA-91311/95669359_zpid/
"1 Ridgeway, Granada Hills, CA 91344",34.28227,-118.51849,,"$375,000",https://www.zillow.com/homedetails/1-Ridgeway-Granada-Hills-CA-91344/2089302541_zpid/
"954 Fiske St, Pacific Palisades, CA 90272",34.046993,-118.52179,"2,710","$3,650,000",https://www.zillow.com/homedetails/954-Fiske-St-Pacific-Palisades-CA-90272/20545814_zpid/
"14538 Benefit St Unit 104, Sherman Oaks, CA 91403",34.149208,-118.45053,"1,285","$749,000",https://www.zillow.com/homedetails/14538-Benefit-St-UNIT-104-Sherman-Oaks-CA-91403/19988686_zpid/
"249 Rees St, Playa Del Rey, CA 90293",33.958004,-118.44659,"5,224","$4,999,000",https://www.zillow.com/homedetails/249-Rees-St-Playa-Del-Rey-CA-90293/20386147_zpid/
"8900 Baring Cross St, Los Angeles, CA 90044",33.956333,-118.288994,"9,356","$2,800,000",https://www.zillow.com/homedetails/8900-Baring-Cross-St-Los-Angeles-CA-90044/2067417279_zpid/
"11027 Cohasset St, Sun Valley, CA 91352",34.206917,-118.37133,"1,188","$899,000",https://www.zillow.com/homedetails/11027-Cohasset-St-Sun-Valley-CA-91352/20001384_zpid/
"2576 Aberdeen Ave, Los Angeles, CA 90027",34.117813,-118.28826,"2,774","$7,999,999",https://www.zillow.com/homedetails/2576-Aberdeen-Ave-Los-Angeles-CA-90027/20809412_zpid/
"132 S Kilkea Dr, Los Angeles, CA 90048",34.07319,-118.36658,"2,707","$3,650,000",https://www.zillow.com/homedetails/132-S-Kilkea-Dr-Los-Angeles-CA-90048/20777063_zpid/
"0 Road, Los Angeles, CA 90003",33.9623,-118.2753,,"$45,000",https://www.zillow.com/homedetails/0-Road-Los-Angeles-CA-90003/2104024359_zpid/
"855 N Merwin St, Los Angeles, CA 90026",34.077206,-118.26965,"1,379","$1,149,000",https://www.zillow.com/homedetails/855-N-Merwin-St-Los-Angeles-CA-90026/2067415305_zpid/
"1206 W 1st St, San Pedro, CA 90732",33.743572,-118.30224,897,"$699,900",https://www.zillow.com/homedetails/1206-W-1st-St-San-Pedro-CA-90732/21307246_zpid/
"18620 Hatteras St Unit 284, Tarzana, CA 91356",34.177036,-118.53929,910,"$334,900",https://www.zillow.com/homedetails/18620-Hatteras-St-UNIT-284-Tarzana-CA-91356/19934664_zpid/
"20601 Mayall St, Chatsworth, CA 91311",34.253887,-118.58217,"2,359","$900,000",https://www.zillow.com/homedetails/20601-Mayall-St-Chatsworth-CA-91311/20170570_zpid/
"2981 Passmore Dr, Los Angeles, CA 90068",34.12591,-118.35188,"1,688","$99,000",https://www.zillow.com/homedetails/2981-Passmore-Dr-Los-Angeles-CA-90068/95644474_zpid/
"11930 Avon Way Apt 107, Los Angeles, CA 90066",33.996014,-118.41819,965,"$675,000",https://www.zillow.com/homedetails/11930-Avon-Way-APT-107-Los-Angeles-CA-90066/20447696_zpid/
"12772 Pacific Ave Apt 5, Los Angeles, CA 90066",33.99913,-118.439316,"1,361","$889,000",https://www.zillow.com/homedetails/12772-Pacific-Ave-APT-5-Los-Angeles-CA-90066/20449211_zpid/
"14860 Valley Vista Blvd, Sherman Oaks, CA 91403",34.14687,-118.45798,"3,404","$2,645,000",https://www.zillow.com/homedetails/14860-Valley-Vista-Blvd-Sherman-Oaks-CA-91403/19987911_zpid/
"5515 Canoga Ave Apt 213, Woodland Hills, CA 91367",34.170265,-118.59805,"1,020","$564,900",https://www.zillow.com/homedetails/5515-Canoga-Ave-APT-213-Woodland-Hills-CA-91367/68992482_zpid/
"8900 Enfield Ave, Northridge, CA 91325",34.232105,-118.52406,"2,447","$1,399,000",https://www.zillow.com/homedetails/8900-Enfield-Ave-Northridge-CA-91325/20177159_zpid/
"1414 Seabright Pl, Beverly Hills, CA 90210",34.097637,-118.4246,"10,610","$21,995,000",https://www.zillow.com/homedetails/1414-Seabright-Pl-Beverly-Hills-CA-90210/51582626_zpid/
"6014 W 82nd St, Los Angeles, CA 90045",33.963745,-118.38939,"1,519","$1,550,000",https://www.zillow.com/homedetails/6014-W-82nd-St-Los-Angeles-CA-90045/20380343_zpid/
"10539 Yarmouth Ave, Granada Hills, CA 91344",34.26243,-118.521904,"1,400","$899,000",https://www.zillow.com/homedetails/10539-Yarmouth-Ave-Granada-Hills-CA-91344/20168542_zpid/
"1053 W Andalusia Ave, Los Angeles, CA 90065",34.09778,-118.22019,,"$35,000",https://www.zillow.com/homedetails/1053-W-Andalusia-Ave-Los-Angeles-CA-90065/2067654810_zpid/
"2789 Mcconnell Dr, Los Angeles, CA 90064",34.04167,-118.40154,"6,656","$9,995,000",https://www.zillow.com/homedetails/2789-McConnell-Dr-Los-Angeles-CA-90064/20494139_zpid/
"3711 Lomitas Dr, Los Angeles, CA 90032",34.08914,-118.187706,"1,700","$700,000",https://www.zillow.com/homedetails/3711-Lomitas-Dr-Los-Angeles-CA-90032/20688607_zpid/
"4829 Ellenita Ave, Tarzana, CA 91356",34.157524,-118.561386,"2,636","$1,799,000",https://www.zillow.com/homedetails/4829-Ellenita-Ave-Tarzana-CA-91356/19948471_zpid/
